Publisher,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
Putnam Adult,Jack Higgins,"The President of the United States is heading to London, but not to an entirely warm welcome. A fanatical mullah is offering a blessing to anyone who will assassinate the President. Urgently, Sean Dillon, General Charles Ferguson, and the rest of the small band known as the ""Prime Minister's private army"" are called in, augmented by an extraordinary new recruit, an intelligence captain and Afghan",03 January 2012,039915809X,9780399158094,BOOKS,A Devil Is Waiting,"Rs. 4,000.00",Hardback,336,23.1 x 15.5 x 3.3 cm
Harper Collins Paperback,Peta,"When kids want to, they can make a lot of noise - especially when they use their voices to make the world a better place for animals. Now, for kids who want to make a difference, PETA founder Ingrid Newkirk brings you the ultimate guide to positive kid action and reaction. GET TOGETHER AND GET INVOLVEDHere are some ways you can help save the animal planet:  Share what you know - invite people to come and talk to your class about important animal protection issues. Tell insects to bug off - kindly! Flies and spiders are an important part of the natural world. Smile more brightly - use lip balm that doesn't test on animals!",2008, 8172237243,9788172237240,BOOKS,50 EASY WAYS KIDS CAN HELP ANIMALS ,"Rs. 1,475.00",Paperback,292,-
Bantam Press,"Tyler Hamilton, Daniel Coyle","The Secret Race is a definitive look at the world of professional cycling—and the doping issue surrounding this sport and its most iconic rider, Lance Armstrong—by former Olympic gold medalist Tyler Hamilton and New York Times bestselling author Daniel Coyle. Over the course of two years, Coyle conducted more than two hundred hours of interviews with Hamilton and spoke candidly with numerous teammates, rivals, and friends. The result is an explosive book that takes us, for the first time, deep inside a shadowy, fascinating, and surreal world of unscrupulous doctors, anything-goes team directors, and athletes so relentlessly driven to succeed that they would do anything—and take any risk, physical, mental, or moral—to gain the edge they need to win. Tyler Hamilton was once one of the world’s best-liked and top-ranked cyclists—a fierce competitor renowned among his peers for his uncanny endurance and epic tolerance for pain. In the 2003 Tour de France, he finished fourth despite breaking his collarbone in the early stages—and grinding eleven of his teeth down to the nerves along the way. He started his career with the U.S. Postal Service team in the 1990s and quickly rose to become Lance Armstrong’s most trusted lieutenant, and a member of his inner circle. For the first three of Armstrong’s record seven Tour de France victories, Hamilton was by Armstrong’s side, clearing his way. But just weeks after Hamilton reached his own personal pinnacle—winning the gold medal at the 2004 Olympics—his career came to a sudden, ignominious end: He was found guilty of doping and exiled from the sport. From the exhilaration of his early, naïve days in the peloton, Hamilton chronicles his ascent to the uppermost reaches of this unforgiving sport. In the mid-1990s, the advent of a powerful new blood-boosting drug called EPO reshaped the world of cycling, and a relentless, win-at-any-cost ethos took root. Its psychological toll would drive many of the sport’s top performers to substance abuse, depression, even suicide. For the first time ever, Hamilton recounts his own battle with clinical depression, speaks frankly about the agonizing choices that go along with the decision to compete at a world-class level, and tells the story of his complicated relationship with Lance Armstrong. A journey into the heart of a never-before-seen world, The Secret Race is a riveting, courageous act of witness from a man who is as determined to reveal the hard truth about his sport as he once was to win the Tour de France.",2012-09-11,0593071743,9780593071748,BOOKS," The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-Ups, and Winning at All Costs","Rs. 3,500.00",Paperback,352,-
Sterling,-,,-,8120729439,-,BOOKS,101 Dalmatians : Puppy Parade,Rs. 250.00,-,-,-
Harper Collins,Ginny Deals,"Join the Sleepover Club: Frankie, Kenny, Felicity, Rosie and Lyndsey, five girls who want to have fun -- but who always end up in mischief.",2007-10-01, 0007271603,9780007271603,BOOKS, SLEEPOVER CLUB(28) EGGSTRAVAGANZA,Rs. 815.00,Paperback,128,-
Sri Satguru Publications,P K Chitale,"This book, 'A Comparative Study of Ayurveda and Treatment by Indian Drugs' illustrates how to treat great many diseases of everyday life such as cough, colds, indigestion, ulcers, sore eyes and the like by the intelligent usage of the easily available bazaar medicines. This book also contains theory about Ayurvedic system and treatment of diseased has been explained in the book and prescriptions for diseases have also been advised in the book. This valuable book deals with diseases of Digestive Troubles: Worms and Germs: Ear Diseases: Diseases of Private Parts: Poisons and also about Ayurvedic Surgeries.",1997,8170305551,-,BOOKS,A Comparative Study of Ayurveda,"Rs. 1,140.00",Hardcover,267,-
Harpercollins,Agatha Christie,,2006-02-06,0007208634,9780007208630,BOOKS,1930s Omnibus (Agatha Christie Years),"Rs. 2,900.00",Paperback,752,7.76 x 5.08 x 1.61 inches
 Sarasavi Publishers,K.H.J.Wijayadasa,"Governance,There are three distinct of governance namely ,the from of political regime ,the process by which authority is exercised in management of a country's economic and social resources for development and the capacity of government to design ,formulate and implement policies and discharge functions.Heritage constitutes the combined creations of nature and man in their entirety which make up the environment in which we live in space and time .Sustainability also connotes a process in which the exploitation of resources, the direction of investment and the orientation of technological development and institutional change meet needs of present generation without compromising the ability of future generation to meet their own needs",-,9556716785, 978-9556716788,SECOND-HAND BOOKS,Governance Heritage and Sustainability ,Rs. 300.00,paperback,210,-
"HarperCollins (November 17, 2009)",Sarah Palin,,-,61939897,978-0061939891,SECOND-HAND BOOKS,Going Rogue: An American Life,"Rs. 1,900.00",-,432,9 x 6 x 1.4
Harper Collins, Lesley Ackland,"Foreword by Islay McEwan, Physiotherapist Birmingham Royal Ballet. Pilates has been a recent phenomenon with book sales to match its explosion in popularity. This book will capitalise on its growing popularity",21 January 2008, 000727789X,9780007277896,BOOKS," 15 Minute Pilates: Body Maintenance to Make You Longer, Leaner and Stronger","Rs. 1,055.00",Paperback,192,-
Penguin Books Ltd,J.H. Davidson,"This is a guide to ""offensive marketing"". Offensive marketing is a set of attitudes and methods that enable a company to innovate continually, to plan what is best for themselves rather than following competitors, and to respond to competitive moves by counter attack and not by imitation.",1997-10-02,0140256911,9780140256918,SECOND-HAND BOOKS,Even More Offensive Marketing ,"Rs. 1,100.00",paperback,608,-
